make,model,year,engine_fuel_type,engine_hp,engine_cylinders,transmission_type,driven_wheels,number_of_doors,market_category,vehicle_size,vehicle_style,highway_mpg,city_mpg,popularity
suzuki,verona,2004,,155.0,6.0,automatic,front_wheel_drive,4.0,,midsize,sedan,25,17,481
gmc,sierra_1500_classic,2007,regular_unleaded,285.0,8.0,automatic,rear_wheel_drive,2.0,flex_fuel,large,regular_cab_pickup,19,15,549
suzuki,forenza,2008,regular_unleaded,127.0,4.0,automatic,front_wheel_drive,4.0,,compact,sedan,28,19,481
lincoln,continental,2017,premium_unleaded_(recommended),,6.0,automatic,all_wheel_drive,4.0,luxury,large,sedan,25,17,61
ford,f-250,1998,regular_unleaded,220.0,8.0,manual,four_wheel_drive,3.0,,large,extended_cab_pickup,16,13,5657
pontiac,grand_prix,2006,regular_unleaded,303.0,8.0,automatic,front_wheel_drive,4.0,"factory_tuner,high-performance",midsize,sedan,25,16,210
volvo,940,1995,regular_unleaded,162.0,4.0,automatic,rear_wheel_drive,4.0,luxury,midsize,wagon,22,17,870
volkswagen,jetta_gli,2013,premium_unleaded_(recommended),210.0,4.0,manual,front_wheel_drive,4.0,performance,midsize,sedan,33,22,873
kia,rio,2017,regular_unleaded,138.0,4.0,manual,front_wheel_drive,4.0,,compact,sedan,36,27,1720
gmc,sierra_1500,2016,regular_unleaded,355.0,8.0,automatic,four_wheel_drive,4.0,,large,crew_cab_pickup,22,16,549
infiniti,q70,2014,premium_unleaded_(required),420.0,8.0,automatic,rear_wheel_drive,4.0,"luxury,performance",large,sedan,24,16,190
bmw,3_series,2017,premium_unleaded_(recommended),180.0,4.0,automatic,all_wheel_drive,4.0,luxury,midsize,sedan,34,23,3916
suzuki,x-90,1997,regular_unleaded,95.0,4.0,manual,four_wheel_drive,2.0,,compact,2dr_suv,26,22,481
honda,cr-z,2016,regular_unleaded,130.0,4.0,automatic,front_wheel_drive,2.0,"hatchback,hybrid",compact,2dr_hatchback,39,36,2202
subaru,wrx,2015,premium_unleaded_(recommended),268.0,4.0,automatic,all_wheel_drive,4.0,performance,compact,sedan,25,19,640
cadillac,ats,2016,premium_unleaded_(recommended),272.0,4.0,automatic,rear_wheel_drive,4.0,"luxury,performance",midsize,sedan,31,22,1624
toyota,sequoia,2016,regular_unleaded,381.0,8.0,automatic,four_wheel_drive,4.0,,large,4dr_suv,17,13,2031
chevrolet,s-10_blazer,1993,regular_unleaded,165.0,6.0,manual,rear_wheel_drive,2.0,,compact,2dr_suv,22,16,1385
ford,edge,2015,regular_unleaded,315.0,6.0,automatic,all_wheel_drive,4.0,crossover,midsize,4dr_suv,24,17,5657
toyota,4runner,2015,regular_unleaded,270.0,6.0,automatic,four_wheel_drive,4.0,,midsize,4dr_suv,21,17,2031
chevrolet,captiva_sport,2013,flex-fuel_(unleaded/e85),180.0,4.0,automatic,front_wheel_drive,4.0,"crossover,flex_fuel",midsize,4dr_suv,28,20,1385
volkswagen,jetta_sportwagen,2013,regular_unleaded,170.0,5.0,automatic,front_wheel_drive,4.0,,compact,wagon,31,24,873
volkswagen,gli,2008,premium_unleaded_(required),200.0,4.0,manual,front_wheel_drive,4.0,performance,compact,sedan,29,20,873
bmw,3_series,2016,premium_unleaded_(required),180.0,4.0,automatic,rear_wheel_drive,4.0,luxury,midsize,sedan,36,24,3916
suzuki,sidekick,1998,regular_unleaded,120.0,4.0,manual,four_wheel_drive,4.0,,compact,4dr_suv,23,20,481
nissan,truck,1995,regular_unleaded,153.0,6.0,manual,rear_wheel_drive,2.0,,compact,regular_cab_pickup,20,16,2009
dodge,shadow,1993,regular_unleaded,100.0,4.0,manual,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,29,22,1851
land_rover,range_rover_evoque,2017,premium_unleaded_(recommended),240.0,4.0,automatic,all_wheel_drive,4.0,"crossover,luxury",compact,4dr_suv,29,21,258
mazda,b-series,2001,regular_unleaded,119.0,4.0,manual,rear_wheel_drive,2.0,,compact,regular_cab_pickup,24,19,586
chevrolet,corvette,2016,premium_unleaded_(recommended),460.0,8.0,manual,rear_wheel_drive,2.0,high-performance,compact,coupe,29,17,1385
chrysler,town_and_country,2016,flex-fuel_(unleaded/e85),283.0,6.0,automatic,front_wheel_drive,4.0,flex_fuel,midsize,passenger_minivan,25,17,1013
mazda,mx-3,1993,regular_unleaded,88.0,4.0,manual,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,32,24,586
chevrolet,silverado_1500_classic,2007,regular_unleaded,195.0,6.0,manual,rear_wheel_drive,2.0,flex_fuel,large,regular_cab_pickup,21,15,1385
ford,transit_wagon,2017,flex-fuel_(unleaded/e85),275.0,6.0,automatic,rear_wheel_drive,3.0,flex_fuel,midsize,passenger_van,19,14,5657
bentley,continental_gtc,2014,premium_unleaded_(required),500.0,8.0,automatic,all_wheel_drive,2.0,"exotic,luxury,high-performance",midsize,convertible,24,14,520
ford,e-series_van,2012,flex-fuel_(unleaded/e85),255.0,8.0,automatic,rear_wheel_drive,3.0,flex_fuel,large,cargo_van,16,12,5657
acura,tl,2014,premium_unleaded_(recommended),305.0,6.0,automatic,all_wheel_drive,4.0,"luxury,performance",midsize,sedan,26,18,204
toyota,t100,1996,regular_unleaded,150.0,4.0,manual,rear_wheel_drive,2.0,,large,regular_cab_pickup,22,18,2031
suzuki,reno,2007,regular_unleaded,127.0,4.0,automatic,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,28,19,481
volvo,s60,2016,regular_unleaded,250.0,5.0,automatic,all_wheel_drive,4.0,"luxury,performance",midsize,sedan,29,20,870
acura,nsx,2004,regular_unleaded,290.0,6.0,manual,rear_wheel_drive,2.0,"exotic,luxury,high-performance",compact,coupe,22,16,204
gmc,canyon,2012,regular_unleaded,242.0,5.0,automatic,rear_wheel_drive,4.0,,compact,crew_cab_pickup,23,17,549
suzuki,forenza,2007,regular_unleaded,127.0,4.0,automatic,front_wheel_drive,4.0,,compact,sedan,28,19,481
pontiac,firebird,2002,regular_unleaded,200.0,6.0,automatic,rear_wheel_drive,2.0,,midsize,convertible,28,17,210
ford,f-150_heritage,2004,regular_unleaded,231.0,8.0,automatic,rear_wheel_drive,4.0,,large,extended_cab_pickup,18,14,5657
nissan,370z,2017,premium_unleaded_(required),332.0,6.0,automatic,rear_wheel_drive,2.0,high-performance,compact,coupe,26,19,2009
scion,iq,2014,regular_unleaded,94.0,4.0,automatic,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,37,36,105
cadillac,escalade_ext,2013,flex-fuel_(premium_unleaded_recommended/e85),403.0,8.0,automatic,all_wheel_drive,4.0,"crossover,flex_fuel,luxury",large,crew_cab_pickup,18,13,1624
toyota,supra,1998,regular_unleaded,320.0,6.0,manual,rear_wheel_drive,2.0,performance,compact,coupe,22,15,2031
ford,probe,1995,regular_unleaded,118.0,4.0,manual,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,30,23,5657
volkswagen,jetta_sportwagen,2013,regular_unleaded,170.0,5.0,automatic,front_wheel_drive,4.0,,compact,wagon,31,24,873
toyota,camry_solara,2007,regular_unleaded,210.0,6.0,automatic,front_wheel_drive,2.0,,midsize,convertible,26,18,2031
ford,escape,2015,premium_unleaded_(recommended),178.0,4.0,automatic,all_wheel_drive,4.0,crossover,compact,4dr_suv,30,22,5657
honda,passport,2000,regular_unleaded,205.0,6.0,automatic,rear_wheel_drive,4.0,,midsize,4dr_suv,19,15,2202
volkswagen,gti,2014,premium_unleaded_(recommended),200.0,4.0,manual,front_wheel_drive,4.0,"hatchback,performance",compact,4dr_hatchback,31,21,873
land_rover,range_rover_sport,2015,flex-fuel_(premium_unleaded_required/e85),340.0,6.0,automatic,four_wheel_drive,4.0,"flex_fuel,luxury,performance",midsize,4dr_suv,23,17,258
infiniti,g_convertible,2013,premium_unleaded_(recommended),325.0,6.0,manual,rear_wheel_drive,2.0,"luxury,performance",midsize,convertible,24,16,190
chevrolet,monte_carlo,2006,regular_unleaded,303.0,8.0,automatic,front_wheel_drive,2.0,performance,midsize,coupe,26,16,1385
chevrolet,trax,2017,regular_unleaded,138.0,4.0,automatic,front_wheel_drive,4.0,crossover,compact,4dr_suv,33,25,1385
acura,tsx,2012,premium_unleaded_(recommended),201.0,4.0,automatic,front_wheel_drive,4.0,luxury,midsize,sedan,31,22,204
ford,five_hundred,2006,regular_unleaded,203.0,6.0,automatic,all_wheel_drive,4.0,,large,sedan,23,17,5657
acura,legend,1995,regular_unleaded,200.0,6.0,manual,front_wheel_drive,4.0,luxury,midsize,sedan,23,16,204
chrysler,aspen,2008,regular_unleaded,302.0,8.0,automatic,four_wheel_drive,4.0,,large,4dr_suv,17,13,1013
ford,f-150,2017,regular_unleaded,325.0,6.0,automatic,rear_wheel_drive,4.0,flex_fuel,large,crew_cab_pickup,26,19,5657
toyota,camry_solara,2008,regular_unleaded,155.0,4.0,automatic,front_wheel_drive,2.0,,midsize,coupe,31,22,2031
bmw,m3,2015,premium_unleaded_(required),425.0,6.0,manual,rear_wheel_drive,4.0,"factory_tuner,luxury,high-performance",midsize,sedan,26,17,3916
honda,element,2010,regular_unleaded,166.0,4.0,automatic,front_wheel_drive,4.0,crossover,compact,4dr_suv,25,20,2202
dodge,ram_pickup_1500,2008,regular_unleaded,310.0,8.0,manual,rear_wheel_drive,2.0,flex_fuel,large,regular_cab_pickup,17,13,1851
toyota,tundra,2017,flex-fuel_(unleaded/e85),381.0,8.0,automatic,rear_wheel_drive,4.0,flex_fuel,large,extended_cab_pickup,18,13,2031
mitsubishi,montero_sport,2002,regular_unleaded,165.0,6.0,automatic,rear_wheel_drive,4.0,,midsize,4dr_suv,21,16,436
toyota,tacoma,2016,regular_unleaded,278.0,6.0,automatic,rear_wheel_drive,4.0,,compact,crew_cab_pickup,24,19,2031
dodge,ram_pickup_1500,2010,flex-fuel_(unleaded/e85),310.0,8.0,automatic,four_wheel_drive,2.0,flex_fuel,large,regular_cab_pickup,18,13,1851
mitsubishi,outlander,2016,regular_unleaded,166.0,4.0,automatic,front_wheel_drive,4.0,crossover,midsize,4dr_suv,31,25,436
cadillac,escalade,2015,flex-fuel_(unleaded/e85),420.0,8.0,automatic,four_wheel_drive,4.0,"flex_fuel,luxury,performance",large,4dr_suv,21,15,1624
infiniti,qx60,2015,premium_unleaded_(recommended),265.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury",large,4dr_suv,26,19,190
audi,cabriolet,1998,regular_unleaded,172.0,6.0,automatic,front_wheel_drive,2.0,luxury,compact,convertible,22,17,3105
mercedes-benz,gla-class,2015,premium_unleaded_(required),208.0,4.0,automated_manual,all_wheel_drive,4.0,"crossover,luxury",compact,4dr_suv,32,24,617
nissan,frontier,2017,regular_unleaded,261.0,6.0,automatic,four_wheel_drive,4.0,,compact,extended_cab_pickup,21,15,2009
suzuki,sidekick,1997,regular_unleaded,120.0,4.0,manual,rear_wheel_drive,4.0,,compact,4dr_suv,23,19,481
acura,tl,2012,premium_unleaded_(required),280.0,6.0,automatic,front_wheel_drive,4.0,"luxury,performance",midsize,sedan,29,20,204
chevrolet,cruze,2016,regular_unleaded,153.0,4.0,automatic,front_wheel_drive,4.0,,midsize,sedan,42,30,1385
chevrolet,c/k_1500_series,1997,regular_unleaded,200.0,6.0,manual,rear_wheel_drive,2.0,,large,regular_cab_pickup,20,15,1385
nissan,truck,1995,regular_unleaded,153.0,6.0,manual,rear_wheel_drive,2.0,,compact,extended_cab_pickup,20,16,2009
suzuki,sx4,2012,regular_unleaded,148.0,4.0,automatic,all_wheel_drive,4.0,"crossover,hatchback",compact,4dr_hatchback,29,23,481
infiniti,q70,2015,premium_unleaded_(required),330.0,6.0,automatic,rear_wheel_drive,4.0,"luxury,performance",large,sedan,26,18,190
ford,transit_connect,2017,flex-fuel_(unleaded/e85),169.0,4.0,automatic,front_wheel_drive,4.0,,compact,passenger_minivan,27,19,5657
honda,accord_hybrid,2014,regular_unleaded,195.0,4.0,automatic,front_wheel_drive,4.0,hybrid,midsize,sedan,45,50,2202
volkswagen,rabbit,2008,regular_unleaded,170.0,5.0,manual,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,29,22,873
maybach,57,2012,premium_unleaded_(required),543.0,12.0,automatic,rear_wheel_drive,4.0,"exotic,luxury",large,sedan,16,10,67
volkswagen,beetle,2015,regular_unleaded,170.0,4.0,automatic,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,33,25,873
honda,crosstour,2014,regular_unleaded,278.0,6.0,automatic,front_wheel_drive,4.0,"crossover,hatchback",midsize,4dr_hatchback,30,20,2202
chevrolet,c/k_1500_series,1998,regular_unleaded,200.0,6.0,manual,four_wheel_drive,2.0,,large,extended_cab_pickup,19,14,1385
volvo,xc60,2015,regular_unleaded,250.0,5.0,automatic,all_wheel_drive,4.0,"crossover,luxury",midsize,4dr_suv,25,18,870
honda,civic,2015,regular_unleaded,143.0,4.0,manual,front_wheel_drive,2.0,,compact,coupe,36,28,2202
chevrolet,impala,2015,regular_unleaded,195.0,4.0,automatic,front_wheel_drive,4.0,,large,sedan,31,21,1385
mercedes-benz,cls-class,2016,premium_unleaded_(required),329.0,6.0,automatic,all_wheel_drive,4.0,"luxury,performance",midsize,sedan,26,19,617
toyota,mr2,1995,regular_unleaded,135.0,4.0,manual,rear_wheel_drive,2.0,performance,compact,coupe,26,19,2031
chevrolet,silverado_1500_classic,2007,flex-fuel_(unleaded/e85),295.0,8.0,automatic,four_wheel_drive,4.0,flex_fuel,large,crew_cab_pickup,18,13,1385
volkswagen,cabriolet,1993,regular_unleaded,94.0,4.0,manual,front_wheel_drive,2.0,,compact,convertible,27,21,873
volkswagen,jetta,2015,regular_unleaded,170.0,4.0,manual,front_wheel_drive,4.0,,midsize,sedan,37,25,873
kia,sorento,2015,regular_unleaded,290.0,6.0,automatic,all_wheel_drive,4.0,crossover,midsize,4dr_suv,24,18,1720
infiniti,m35,2009,premium_unleaded_(recommended),303.0,6.0,automatic,rear_wheel_drive,4.0,"luxury,performance",large,sedan,25,17,190
lamborghini,murcielago,2009,premium_unleaded_(required),631.0,12.0,automated_manual,all_wheel_drive,2.0,"exotic,high-performance",compact,coupe,14,9,1158
saab,9-3_griffin,2012,flex-fuel_(premium_unleaded_recommended/e85),220.0,4.0,manual,front_wheel_drive,2.0,"flex_fuel,luxury",compact,convertible,33,20,376
pontiac,firebird,2000,regular_unleaded,200.0,6.0,manual,rear_wheel_drive,2.0,performance,midsize,convertible,28,17,210
volkswagen,golf,2016,regular_unleaded,170.0,4.0,manual,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,37,25,873
nissan,juke,2017,premium_unleaded_(recommended),188.0,4.0,automatic,all_wheel_drive,4.0,"crossover,hatchback",compact,4dr_hatchback,30,26,2009
chevrolet,cruze_limited,2016,regular_unleaded,138.0,4.0,manual,front_wheel_drive,4.0,,midsize,sedan,36,25,1385
infiniti,ex35,2010,premium_unleaded_(recommended),297.0,6.0,automatic,rear_wheel_drive,4.0,"crossover,luxury",midsize,4dr_suv,24,17,190
hyundai,santa_fe,2017,regular_unleaded,290.0,6.0,automatic,front_wheel_drive,4.0,crossover,midsize,4dr_suv,25,18,1439
infiniti,qx70,2017,premium_unleaded_(required),325.0,6.0,automatic,rear_wheel_drive,4.0,"crossover,luxury,performance",midsize,4dr_suv,24,17,190
mitsubishi,mirage_g4,2017,regular_unleaded,78.0,3.0,automatic,front_wheel_drive,4.0,,compact,sedan,42,35,436
fiat,500,2015,premium_unleaded_(recommended),160.0,4.0,manual,front_wheel_drive,2.0,"hatchback,factory_tuner,performance",compact,2dr_hatchback,34,28,819
audi,100,1993,regular_unleaded,172.0,6.0,manual,all_wheel_drive,4.0,luxury,midsize,sedan,21,16,3105
ford,mustang_svt_cobra,1997,regular_unleaded,305.0,8.0,manual,rear_wheel_drive,2.0,"factory_tuner,performance",compact,coupe,24,16,5657
lotus,elise,2011,premium_unleaded_(required),217.0,4.0,manual,rear_wheel_drive,2.0,"exotic,high-performance",compact,convertible,26,20,613
ford,f-150,2015,flex-fuel_(unleaded/e85),282.0,6.0,automatic,rear_wheel_drive,2.0,flex_fuel,large,regular_cab_pickup,25,18,5657
land_rover,range_rover_evoque,2015,premium_unleaded_(recommended),240.0,4.0,automatic,all_wheel_drive,2.0,"crossover,luxury",compact,2dr_suv,30,21,258
acura,zdx,2011,premium_unleaded_(required),300.0,6.0,automatic,all_wheel_drive,4.0,"crossover,hatchback,luxury",midsize,4dr_hatchback,23,16,204
honda,accord,2015,regular_unleaded,185.0,4.0,manual,front_wheel_drive,4.0,,midsize,sedan,34,24,2202
suzuki,xl-7,2005,regular_unleaded,185.0,6.0,manual,rear_wheel_drive,4.0,,midsize,4dr_suv,20,15,481
honda,civic,2015,premium_unleaded_(required),205.0,4.0,manual,front_wheel_drive,2.0,"factory_tuner,performance",compact,coupe,31,22,2202
toyota,venza,2013,regular_unleaded,268.0,6.0,automatic,all_wheel_drive,4.0,"crossover,performance",midsize,wagon,25,18,2031
bmw,4_series,2016,premium_unleaded_(required),240.0,4.0,automatic,all_wheel_drive,2.0,luxury,midsize,convertible,33,21,3916
nissan,juke,2016,premium_unleaded_(recommended),188.0,4.0,manual,front_wheel_drive,4.0,"crossover,hatchback,performance",compact,4dr_hatchback,34,28,2009
plymouth,sundance,1992,regular_unleaded,100.0,4.0,manual,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,29,20,535
mitsubishi,montero_sport,2004,regular_unleaded,197.0,6.0,automatic,rear_wheel_drive,4.0,,midsize,4dr_suv,19,15,436
volkswagen,beetle_convertible,2016,premium_unleaded_(recommended),210.0,4.0,manual,front_wheel_drive,2.0,performance,compact,convertible,31,23,873
acura,cl,2002,premium_unleaded_(required),225.0,6.0,automatic,front_wheel_drive,2.0,luxury,midsize,coupe,27,17,204
land_rover,range_rover,2016,premium_unleaded_(recommended),380.0,6.0,automatic,four_wheel_drive,4.0,"luxury,performance",large,4dr_suv,23,17,258
infiniti,m56,2011,premium_unleaded_(required),420.0,8.0,automatic,rear_wheel_drive,4.0,"luxury,performance",large,sedan,25,16,190
dodge,charger,2015,premium_unleaded_(recommended),707.0,8.0,automatic,rear_wheel_drive,4.0,"factory_tuner,high-performance",large,sedan,22,13,1851
lincoln,mkc,2016,regular_unleaded,240.0,4.0,automatic,all_wheel_drive,4.0,"crossover,luxury",compact,4dr_suv,26,19,61
chevrolet,suburban,2016,flex-fuel_(unleaded/e85),355.0,8.0,automatic,four_wheel_drive,4.0,"flex_fuel,performance",large,4dr_suv,22,15,1385
chevrolet,classic,2005,regular_unleaded,140.0,4.0,automatic,front_wheel_drive,4.0,,midsize,sedan,31,22,1385
toyota,rav4,2017,regular_unleaded,176.0,4.0,automatic,all_wheel_drive,4.0,crossover,midsize,4dr_suv,28,22,2031
nissan,370z,2016,premium_unleaded_(required),350.0,6.0,automatic,rear_wheel_drive,2.0,"factory_tuner,high-performance",compact,coupe,26,19,2009
infiniti,g35,2007,premium_unleaded_(required),275.0,6.0,automatic,rear_wheel_drive,2.0,"luxury,performance",midsize,coupe,23,16,190
dodge,charger,2017,premium_unleaded_(recommended),485.0,8.0,automatic,rear_wheel_drive,4.0,"factory_tuner,high-performance",large,sedan,25,15,1851
volvo,960,1996,regular_unleaded,181.0,6.0,automatic,rear_wheel_drive,4.0,luxury,midsize,sedan,24,16,870
volkswagen,passat,2015,regular_unleaded,170.0,4.0,manual,front_wheel_drive,4.0,,midsize,sedan,35,24,873
acura,legend,1993,regular_unleaded,200.0,6.0,manual,front_wheel_drive,4.0,luxury,midsize,sedan,23,15,204
gmc,envoy,2007,regular_unleaded,302.0,8.0,automatic,four_wheel_drive,4.0,,midsize,4dr_suv,19,13,549
ford,transit_connect,2015,regular_unleaded,169.0,4.0,automatic,front_wheel_drive,4.0,,compact,cargo_minivan,29,21,5657
mercedes-benz,500-class,1992,regular_unleaded,322.0,8.0,automatic,rear_wheel_drive,2.0,"luxury,performance",compact,convertible,17,13,617
nissan,pathfinder,2015,regular_unleaded,260.0,6.0,automatic,four_wheel_drive,4.0,crossover,large,4dr_suv,26,19,2009
buick,encore,2017,regular_unleaded,138.0,4.0,automatic,front_wheel_drive,4.0,crossover,compact,4dr_suv,33,25,155
fiat,500x,2016,regular_unleaded,180.0,4.0,automatic,all_wheel_drive,4.0,crossover,compact,4dr_suv,30,21,819
kia,sorento,2015,regular_unleaded,191.0,4.0,automatic,front_wheel_drive,4.0,crossover,midsize,4dr_suv,27,20,1720
land_rover,range_rover,2014,flex-fuel_(premium_unleaded_required/e85),510.0,8.0,automatic,four_wheel_drive,4.0,"flex_fuel,luxury,high-performance",large,4dr_suv,19,13,258
volvo,s40,2009,premium_unleaded_(recommended),227.0,5.0,automatic,front_wheel_drive,4.0,"luxury,performance",compact,sedan,28,19,870
volkswagen,jetta,2015,regular_unleaded,170.0,4.0,automatic,front_wheel_drive,4.0,,midsize,sedan,37,25,873
infiniti,qx,2012,premium_unleaded_(recommended),400.0,8.0,automatic,four_wheel_drive,4.0,luxury,large,4dr_suv,20,14,190
toyota,4runner,2015,regular_unleaded,270.0,6.0,automatic,rear_wheel_drive,4.0,,midsize,4dr_suv,22,17,2031
pontiac,grand_prix,2007,regular_unleaded,200.0,6.0,automatic,front_wheel_drive,4.0,,midsize,sedan,28,18,210
infiniti,m,2013,premium_unleaded_(required),420.0,8.0,automatic,rear_wheel_drive,4.0,"luxury,performance",large,sedan,24,16,190
gmc,suburban,1999,regular_unleaded,255.0,8.0,automatic,rear_wheel_drive,4.0,,large,4dr_suv,17,12,549
mazda,truck,2002,regular_unleaded,147.0,6.0,manual,rear_wheel_drive,2.0,,compact,regular_cab_pickup,21,17,586
gmc,sierra_1500,2016,regular_unleaded,355.0,8.0,automatic,four_wheel_drive,4.0,flex_fuel,large,crew_cab_pickup,22,16,549
aston_martin,dbs,2012,premium_unleaded_(required),510.0,12.0,automatic,rear_wheel_drive,2.0,"exotic,high-performance",midsize,coupe,18,12,259
volkswagen,jetta_sportwagen,2014,diesel,140.0,4.0,manual,front_wheel_drive,4.0,diesel,compact,wagon,42,30,873
volkswagen,beetle,2015,premium_unleaded_(recommended),210.0,4.0,automated_manual,front_wheel_drive,2.0,"hatchback,performance",compact,2dr_hatchback,30,24,873
cadillac,ct6,2017,premium_unleaded_(required),404.0,6.0,automatic,all_wheel_drive,4.0,"luxury,high-performance",large,sedan,26,18,1624
